name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Kawhi Leonard","San Antonio Spurs",2017-03-19,2016,6450,1610612759,400900437,1,10,09,0,"Jump Shot","2PT Field Goal",16,"Sacramento Kings",-169,-1,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-19,2016,6450,1610612759,400900437,1,6,39,0,"Jump Shot","2PT Field Goal",22,"Sacramento Kings",146,165,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-19,2016,6450,1610612759,400900437,2,6,19,0,"Jump Shot","3PT Field Goal",23,"Sacramento Kings",235,11,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-21,2016,6450,1610612759,400900451,3,0,45,0,"Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-220,116,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-21,2016,6450,1610612759,400900451,4,0,54,1,"Jump Shot","2PT Field Goal",18,"Minnesota Timberwolves",-156,105,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-21,2016,6450,1610612759,400900451,3,1,32,1,"Jump Shot","2PT Field Goal",15,"Minnesota Timberwolves",140,72,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-21,2016,6450,1610612759,400900451,3,4,56,0,"Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",96,228,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-21,2016,6450,1610612759,400900451,1,9,12,0,"Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",230,52,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-21,2016,6450,1610612759,400900451,3,1,56,0,"Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",32,244,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-18,2016,6450,1610612759,400900428,2,0,32,1,"Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",150,228,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-18,2016,6450,1610612759,400900428,4,7,37,1,"Jump Shot","3PT Field Goal",24,"Memphis Grizzlies",-240,-21,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-18,2016,6450,1610612759,400900428,3,4,00,0,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-104,232,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-18,2016,6450,1610612759,400900428,4,10,29,0,"Jump Shot","2PT Field Goal",16,"Memphis Grizzlies",109,129,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-18,2016,6450,1610612759,400900428,1,6,03,1,"Jump Shot","2PT Field Goal",11,"Memphis Grizzlies",-115,8,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-18,2016,6450,1610612759,400900428,1,2,52,0,"Jump Shot","3PT Field Goal",24,"Memphis Grizzlies",14,249,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-15,2016,6450,1610612759,400900406,4,1,46,0,"Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-20,267,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-15,2016,6450,1610612759,400900406,2,4,05,0,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-88,228,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-15,2016,6450,1610612759,400900406,2,2,36,1,"Jump Shot","2PT Field Goal",20,"Portland Trail Blazers",199,21,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-15,2016,6450,1610612759,400900406,2,3,13,1,"Jump Shot","2PT Field Goal",17,"Portland Trail Blazers",-169,28,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-15,2016,6450,1610612759,400900406,1,8,07,0,"Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",15,146,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-15,2016,6450,1610612759,400900406,4,4,36,0,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",14,247,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-15,2016,6450,1610612759,400900406,2,4,39,1,"Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",105,232,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-15,2016,6450,1610612759,400900406,1,7,12,0,"Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",9,149,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-06,2016,6450,1610612759,400900337,2,4,53,0,"Jump Shot","2PT Field Goal",19,"Houston Rockets",97,169,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-06,2016,6450,1610612759,400900337,4,5,00,1,"Jump Shot","3PT Field Goal",24,"Houston Rockets",63,237,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-06,2016,6450,1610612759,400900337,1,10,02,1,"Jump Shot","3PT Field Goal",26,"Houston Rockets",186,183,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-06,2016,6450,1610612759,400900337,2,7,01,0,"Jump Shot","3PT Field Goal",24,"Houston Rockets",-76,232,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-06,2016,6450,1610612759,400900337,3,0,43,0,"Jump Shot","2PT Field Goal",15,"Houston Rockets",132,75,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-06,2016,6450,1610612759,400900337,4,2,06,0,"Jump Shot","2PT Field Goal",19,"Houston Rockets",174,97,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-06,2016,6450,1610612759,400900337,1,5,21,1,"Jump Shot","3PT Field Goal",23,"Houston Rockets",-230,-6,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,4,2,45,1,"Jump Shot","2PT Field Goal",4,"Minnesota Timberwolves",30,36,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,1,8,35,1,"Jump Shot","2PT Field Goal",18,"Minnesota Timberwolves",127,141,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,2,2,22,0,"Jump Shot","2PT Field Goal",15,"Minnesota Timberwolves",78,136,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,5,0,23,0,"Jump Shot","2PT Field Goal",18,"Minnesota Timberwolves",-174,65,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,2,0,02,0,"Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",184,193,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,4,7,59,1,"Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",191,146,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,4,0,40,0,"Jump Shot","2PT Field Goal",12,"Minnesota Timberwolves",-124,-6,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,4,1,52,0,"Jump Shot","3PT Field Goal",22,"Minnesota Timberwolves",228,28,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,4,4,08,0,"Jump Shot","2PT Field Goal",10,"Minnesota Timberwolves",-96,52,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-04,2016,6450,1610612759,400900320,4,5,19,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-65,242,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,4,6,52,1,"Jump Shot","2PT Field Goal",17,"New Orleans Pelicans",-74,154,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,3,3,03,0,"Jump Shot","2PT Field Goal",17,"New Orleans Pelicans",-6,174,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,2,0,00,0,"Jump Shot","2PT Field Goal",8,"New Orleans Pelicans",10,80,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,4,4,20,0,"Jump Shot","2PT Field Goal",16,"New Orleans Pelicans",-74,144,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,1,7,47,0,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",159,218,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,4,1,22,0,"Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-163,200,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,4,3,03,0,"Jump Shot","2PT Field Goal",12,"New Orleans Pelicans",-2,126,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,5,2,46,0,"Jump Shot","2PT Field Goal",3,"New Orleans Pelicans",-30,2,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,2,5,42,0,"Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",235,41,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,1,10,24,1,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-142,223,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,5,0,16,0,"Jump Shot","2PT Field Goal",12,"New Orleans Pelicans",-122,18,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-03,2016,6450,1610612759,400900312,2,0,31,0,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",145,218,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,4,2,55,0,"Jump Shot","3PT Field Goal",25,"Indiana Pacers",205,144,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,1,5,57,0,"Jump Shot","2PT Field Goal",18,"Indiana Pacers",133,134,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,3,10,16,0,"Jump Shot","2PT Field Goal",14,"Indiana Pacers",-148,-16,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,2,2,21,0,"Jump Shot","3PT Field Goal",24,"Indiana Pacers",240,56,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,2,7,53,0,"Jump Shot","3PT Field Goal",26,"Indiana Pacers",223,146,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,2,5,11,1,"Jump Shot","3PT Field Goal",24,"Indiana Pacers",143,195,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,3,8,20,1,"Jump Shot","3PT Field Goal",24,"Indiana Pacers",212,129,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,3,6,55,1,"Jump Shot","3PT Field Goal",24,"Indiana Pacers",173,178,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,3,7,38,0,"Jump Shot","3PT Field Goal",25,"Indiana Pacers",-145,214,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-01,2016,6450,1610612759,400899437,4,4,38,1,"Jump Shot","2PT Field Goal",14,"Indiana Pacers",140,-15,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,1,4,50,1,"Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",99,222,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,1,6,20,1,"Jump Shot","2PT Field Goal",16,"Los Angeles Lakers",67,153,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,4,10,36,0,"Jump Shot","2PT Field Goal",14,"Los Angeles Lakers",62,130,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,4,11,06,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-245,-2,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,4,9,41,0,"Jump Shot","2PT Field Goal",11,"Los Angeles Lakers",60,99,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,1,9,13,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-150,202,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,1,5,48,1,"Jump Shot","2PT Field Goal",19,"Los Angeles Lakers",109,158,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,1,9,54,1,"Jump Shot","2PT Field Goal",19,"Los Angeles Lakers",-199,11,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,3,0,29,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-106,217,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,3,11,21,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-178,187,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-26,2016,6450,1610612759,400900280,1,1,55,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-100,233,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-24,2016,6450,1610612759,400900271,4,7,15,0,"Jump Shot","2PT Field Goal",20,"Los Angeles Clippers",-156,131,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-24,2016,6450,1610612759,400900271,4,10,02,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",25,244,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-24,2016,6450,1610612759,400900271,2,6,13,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",-48,239,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-24,2016,6450,1610612759,400900271,3,10,44,1,"Jump Shot","2PT Field Goal",21,"Los Angeles Clippers",79,195,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-24,2016,6450,1610612759,400900271,4,3,51,0,"Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-228,70,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-24,2016,6450,1610612759,400900271,4,5,17,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-43,247,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-15,2016,6450,1610612759,400900240,3,10,16,1,"Jump Shot","3PT Field Goal",24,"Orlando Magic",48,244,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-15,2016,6450,1610612759,400900240,3,9,40,1,"Jump Shot","2PT Field Goal",15,"Orlando Magic",158,16,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-15,2016,6450,1610612759,400900240,3,5,04,0,"Jump Shot","3PT Field Goal",25,"Orlando Magic",-150,203,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-15,2016,6450,1610612759,400900240,2,0,00,0,"Jump Shot","3PT Field Goal",25,"Orlando Magic",81,247,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-15,2016,6450,1610612759,400900240,2,9,16,0,"Jump Shot","2PT Field Goal",11,"Orlando Magic",-2,110,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-15,2016,6450,1610612759,400900240,1,5,25,0,"Jump Shot","3PT Field Goal",24,"Orlando Magic",240,61,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-13,2016,6450,1610612759,400900230,4,1,32,0,"Jump Shot","2PT Field Goal",21,"Indiana Pacers",-29,218,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-13,2016,6450,1610612759,400900230,3,0,00,0,"Jump Shot","2PT Field Goal",12,"Indiana Pacers",115,43,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-13,2016,6450,1610612759,400900230,3,8,47,0,"Jump Shot","3PT Field Goal",24,"Indiana Pacers",-115,219,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-12,2016,6450,1610612759,400900222,2,0,23,0,"Jump Shot","3PT Field Goal",25,"New York Knicks",-178,178,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-10,2016,6450,1610612759,400900206,3,5,16,0,"Jump Shot","3PT Field Goal",26,"Detroit Pistons",-191,178,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-10,2016,6450,1610612759,400900206,2,4,42,1,"Jump Shot","2PT Field Goal",16,"Detroit Pistons",161,52,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-10,2016,6450,1610612759,400900206,2,1,56,1,"Jump Shot","3PT Field Goal",26,"Detroit Pistons",202,164,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-10,2016,6450,1610612759,400900206,1,0,03,0,"Jump Shot","2PT Field Goal",7,"Detroit Pistons",14,75,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-10,2016,6450,1610612759,400900206,4,0,56,1,"Jump Shot","2PT Field Goal",16,"Detroit Pistons",9,164,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-13,2016,6450,1610612759,400900389,2,1,19,0,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-6,249,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-13,2016,6450,1610612759,400900389,4,3,06,0,"Jump Shot","2PT Field Goal",17,"Atlanta Hawks",10,170,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-13,2016,6450,1610612759,400900389,1,5,46,1,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",161,185,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-13,2016,6450,1610612759,400900389,1,7,24,1,"Jump Shot","2PT Field Goal",17,"Atlanta Hawks",169,21,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-13,2016,6450,1610612759,400900389,3,10,29,0,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",135,208,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-13,2016,6450,1610612759,400900389,1,7,28,0,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",120,214,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-13,2016,6450,1610612759,400900389,4,8,14,0,"Jump Shot","3PT Field Goal",23,"Atlanta Hawks",233,8,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-13,2016,6450,1610612759,400900389,3,7,22,1,"Jump Shot","2PT Field Goal",16,"Atlanta Hawks",-160,52,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-03-13,2016,6450,1610612759,400900389,1,1,49,1,"Jump Shot","2PT Field Goal",16,"Atlanta Hawks",-165,-16,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-10,2016,6450,1610612759,400900206,1,2,36,1,"Jump Shot","2PT Field Goal",16,"Detroit Pistons",155,57,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-08,2016,6450,1610612759,400900187,2,0,30,0,"Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",-86,247,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-08,2016,6450,1610612759,400900187,2,2,17,0,"Jump Shot","2PT Field Goal",17,"Philadelphia 76ers",176,18,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-08,2016,6450,1610612759,400900187,1,9,20,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-25,257,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-08,2016,6450,1610612759,400900187,1,1,27,1,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",215,126,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-08,2016,6450,1610612759,400900187,2,0,00,0,"Jump Shot","2PT Field Goal",17,"Philadelphia 76ers",176,-26,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-08,2016,6450,1610612759,400900187,4,6,26,0,"Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",133,232,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-04,2016,6450,1610612759,400900167,3,3,32,0,"Jump Shot","3PT Field Goal",24,"Denver Nuggets",109,223,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-04,2016,6450,1610612759,400900167,3,5,30,0,"Jump Shot","3PT Field Goal",25,"Denver Nuggets",205,149,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-04,2016,6450,1610612759,400900167,2,6,39,0,"Jump Shot","3PT Field Goal",24,"Denver Nuggets",71,234,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-04,2016,6450,1610612759,400900167,1,9,27,1,"Jump Shot","3PT Field Goal",23,"Denver Nuggets",233,11,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-04,2016,6450,1610612759,400900167,1,7,50,0,"Jump Shot","3PT Field Goal",24,"Denver Nuggets",119,218,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-04,2016,6450,1610612759,400900167,2,4,24,0,"Jump Shot","2PT Field Goal",19,"Denver Nuggets",79,183,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-02,2016,6450,1610612759,400899470,3,2,46,1,"Jump Shot","2PT Field Goal",16,"Philadelphia 76ers",24,159,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-02,2016,6450,1610612759,400899470,2,4,56,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-212,144,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-02-02,2016,6450,1610612759,400899470,3,9,58,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-183,174,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,2,0,55,1,"Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",20,26,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,1,4,34,0,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-20,253,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,1,6,20,0,"Jump Shot","2PT Field Goal",19,"Oklahoma City Thunder",-166,105,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,2,5,14,0,"Jump Shot","2PT Field Goal",16,"Oklahoma City Thunder",-53,159,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,2,1,25,0,"Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",104,247,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,3,6,48,0,"Jump Shot","2PT Field Goal",6,"Oklahoma City Thunder",-55,41,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,2,0,00,0,"Jump Shot","2PT Field Goal",14,"Oklahoma City Thunder",-76,121,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,1,6,47,1,"Jump Shot","2PT Field Goal",7,"Oklahoma City Thunder",-14,77,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,1,6,49,0,"Jump Shot","2PT Field Goal",19,"Oklahoma City Thunder",-7,190,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-31,2016,6450,1610612759,400900148,4,4,23,0,"Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",202,175,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-29,2016,6450,1610612759,400900138,4,10,16,0,"Jump Shot","2PT Field Goal",11,"Dallas Mavericks",-40,110,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-29,2016,6450,1610612759,400900138,4,0,01,0,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",69,232,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-29,2016,6450,1610612759,400900138,2,0,38,0,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",14,242,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-29,2016,6450,1610612759,400900138,2,1,03,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",-219,136,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-29,2016,6450,1610612759,400900138,4,8,47,1,"Jump Shot","2PT Field Goal",13,"Dallas Mavericks",-137,11,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-29,2016,6450,1610612759,400900138,2,6,47,1,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",76,228,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-29,2016,6450,1610612759,400900138,2,1,27,1,"Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-233,8,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2017-01-29,2016,6450,1610612759,400900138,1,8,52,0,"Jump Shot","2PT Field Goal",16,"Dallas Mavericks",163,-1,0,0.00,,0.00,0.00
